Entity,Code,Year, (% of GDP)
Vietnam,VNM,2008,5.52834177
Vietnam,VNM,2009,6.0398131
Vietnam,VNM,2010,6.36084929
Vietnam,VNM,2011,6.2016319
Vietnam,VNM,2012,6.96358104
Vietnam,VNM,2013,7.16550866
Vietnam,VNM,2014,7.06677833
World,OWID_WRL,1995,8.508617392
World,OWID_WRL,1996,8.556706221
World,OWID_WRL,1997,8.653150291
World,OWID_WRL,1998,8.87523474
World,OWID_WRL,1999,8.982656967
World,OWID_WRL,2000,9.004777515
World,OWID_WRL,2001,9.418337041
World,OWID_WRL,2002,9.766947948
World,OWID_WRL,2003,9.915325244
World,OWID_WRL,2004,9.79721936
World,OWID_WRL,2005,9.785494021
World,OWID_WRL,2006,9.68112909
World,OWID_WRL,2007,9.53309441
World,OWID_WRL,2008,9.605360472
World,OWID_WRL,2009,10.3856872
World,OWID_WRL,2010,10.01764359
World,OWID_WRL,2011,9.823458763
World,OWID_WRL,2012,9.844544697
World,OWID_WRL,2013,9.826734855
World,OWID_WRL,2014,9.921149564
Yemen,YEM,1995,4.20394144
Yemen,YEM,1996,4.11404036
Yemen,YEM,1997,4.25990346
Yemen,YEM,1998,4.97697955
Yemen,YEM,1999,4.28163482
Yemen,YEM,2000,4.13856617
Yemen,YEM,2001,4.33521896
Yemen,YEM,2002,4.2192872
Yemen,YEM,2003,5.00406928
Yemen,YEM,2004,4.8988836
Yemen,YEM,2005,4.5804801
Yemen,YEM,2006,4.81712889
Yemen,YEM,2007,4.91766097
Yemen,YEM,2008,5.11744651
Yemen,YEM,2009,5.31633725
Yemen,YEM,2010,5.17144739
Yemen,YEM,2011,5.0414585
Yemen,YEM,2012,5.73349373
Yemen,YEM,2013,5.77556499
Yemen,YEM,2014,5.63699019
Zambia,ZMB,1995,4.97742828
Zambia,ZMB,1996,6.00546828
Zambia,ZMB,1997,6.27948539
Zambia,ZMB,1998,7.0649671
Zambia,ZMB,1999,7.36514479
Zambia,ZMB,2000,7.16155106
Zambia,ZMB,2001,6.56316538
Zambia,ZMB,2002,6.92776191
Zambia,ZMB,2003,8.17601711
Zambia,ZMB,2004,7.32536011
Zambia,ZMB,2005,7.55610861
Zambia,ZMB,2006,6.10709037
Zambia,ZMB,2007,4.36579232
Zambia,ZMB,2008,4.8719934
Zambia,ZMB,2009,4.72867894
Zambia,ZMB,2010,4.40728156
Zambia,ZMB,2011,4.262571
Zambia,ZMB,2012,4.91328998
Zambia,ZMB,2013,4.99279017
Zambia,ZMB,2014,4.98676469
Zimbabwe,ZWE,2000,7.00975099
Zimbabwe,ZWE,2001,6.15713524
Zimbabwe,ZWE,2002,6.53175852
Zimbabwe,ZWE,2003,6.51500899
Zimbabwe,ZWE,2004,7.13051837
Zimbabwe,ZWE,2005,6.43560337
Zimbabwe,ZWE,2006,5.1241363
Zimbabwe,ZWE,2007,4.47385581
Zimbabwe,ZWE,2008,4.95530438
Zimbabwe,ZWE,2009,6.25858308
Zimbabwe,ZWE,2010,5.37316536
Zimbabwe,ZWE,2011,6.30657418
Zimbabwe,ZWE,2012,6.68618346
Zimbabwe,ZWE,2013,6.88119338
Zimbabwe,ZWE,2014,6.43947119
