Entity,Code,Year, (% of GDP)
Gabon,GAB,2003,3.47902086
Gabon,GAB,2004,3.25513645
Gabon,GAB,2005,2.75520343
Gabon,GAB,2006,2.88201626
Gabon,GAB,2007,2.8583196
Gabon,GAB,2008,2.535878
Gabon,GAB,2009,3.42794074
Gabon,GAB,2010,3.4057095
Gabon,GAB,2011,3.12257014
Gabon,GAB,2012,3.13156309
Gabon,GAB,2013,3.98331084
Gabon,GAB,2014,3.43747162
Gambia,GMB,1995,3.2577568
Gambia,GMB,1996,3.36690123
Gambia,GMB,1997,3.1146135
Gambia,GMB,1998,3.5360106
Gambia,GMB,1999,3.56361232
Gambia,GMB,2000,3.61338256
Gambia,GMB,2001,3.70840054
Gambia,GMB,2002,3.75098777
Gambia,GMB,2003,4.21918804
Gambia,GMB,2004,4.3519662
Gambia,GMB,2005,4.96685998
Gambia,GMB,2006,5.52277969
Gambia,GMB,2007,5.76134541
Gambia,GMB,2008,5.9455552
Gambia,GMB,2009,5.84983434
Gambia,GMB,2010,5.75051063
Gambia,GMB,2011,6.24125427
Gambia,GMB,2012,6.12343327
Gambia,GMB,2013,6.49113393
Gambia,GMB,2014,7.34040076
Georgia,GEO,1995,5.12490374
Georgia,GEO,1996,7.49096865
Georgia,GEO,1997,7.98980819
Georgia,GEO,1998,6.54770804
Georgia,GEO,1999,6.29395835
Georgia,GEO,2000,6.939338
Georgia,GEO,2001,7.81612364
Georgia,GEO,2002,8.72331141
Georgia,GEO,2003,8.48522551
Georgia,GEO,2004,8.53107694
Georgia,GEO,2005,8.59882617
Georgia,GEO,2006,8.39422247
Georgia,GEO,2007,8.16731799
Georgia,GEO,2008,8.99319466
Georgia,GEO,2009,10.19421933
Georgia,GEO,2010,10.05158367
Georgia,GEO,2011,9.38218863
Georgia,GEO,2012,8.57085151
Georgia,GEO,2013,7.2473647
Georgia,GEO,2014,7.4166592
Germany,DEU,1995,9.43119261
Germany,DEU,1996,9.91390845
Germany,DEU,1997,10.03394379
Germany,DEU,1998,10.04933602
Germany,DEU,1999,10.04867111
Germany,DEU,2000,10.10314295
Germany,DEU,2001,10.15409317
Germany,DEU,2002,10.39990223
Germany,DEU,2003,10.61578862
Germany,DEU,2004,10.37086787
Germany,DEU,2005,10.51754561
Germany,DEU,2006,10.34100073
Germany,DEU,2007,10.1804053
Germany,DEU,2008,10.39246762
Germany,DEU,2009,11.40325491
Germany,DEU,2010,11.25156004
Germany,DEU,2011,10.93273699
Germany,DEU,2012,10.99191973
Germany,DEU,2013,11.16480314
Germany,DEU,2014,11.29700067
Ghana,GHA,1995,3.08622897
Ghana,GHA,1996,3.44504879
Ghana,GHA,1997,2.9955213
Ghana,GHA,1998,3.23156333
Ghana,GHA,1999,3.08048613
Ghana,GHA,2000,2.99813339
Ghana,GHA,2001,3.55887452
Ghana,GHA,2002,3.07302943
Ghana,GHA,2003,3.12389313
Ghana,GHA,2004,3.95738509
Ghana,GHA,2005,4.50784786
Ghana,GHA,2006,4.63638188
Ghana,GHA,2007,5.30044343
Ghana,GHA,2008,4.85068811
Ghana,GHA,2009,5.17304409
Ghana,GHA,2010,5.33452117
Ghana,GHA,2011,4.80741948
Ghana,GHA,2012,4.7900551
Ghana,GHA,2013,4.62620018
Ghana,GHA,2014,3.55729189
Greece,GRC,1995,8.26531533
Greece,GRC,1996,8.16894191
Greece,GRC,1997,8.00961014
Greece,GRC,1998,7.91137977
Greece,GRC,1999,8.12549939
Greece,GRC,2000,7.60226921
Greece,GRC,2001,8.47012165
Greece,GRC,2002,8.71768644
Greece,GRC,2003,8.60848417
Greece,GRC,2004,8.30236873
Greece,GRC,2005,9.36146591
Greece,GRC,2006,9.33528442
Greece,GRC,2007,9.4084693
Greece,GRC,2008,9.75879775
Greece,GRC,2009,9.76326668
Greece,GRC,2010,9.18486746
Greece,GRC,2011,9.77188991
Greece,GRC,2012,9.24254484
Greece,GRC,2013,9.25694494
Greece,GRC,2014,8.08426702
Grenada,GRD,1995,6.90686327
Grenada,GRD,1996,6.9529011
Grenada,GRD,1997,7.25414774
Grenada,GRD,1998,7.34501195
Grenada,GRD,1999,7.7832826
Grenada,GRD,2000,6.62466978
Grenada,GRD,2001,7.66909007
Grenada,GRD,2002,6.67353847
Grenada,GRD,2003,5.89385798
Grenada,GRD,2004,5.23515143
Grenada,GRD,2005,5.50415611
Grenada,GRD,2006,5.99301739
Grenada,GRD,2007,5.87601597
Grenada,GRD,2008,5.76329049
Grenada,GRD,2009,6.24465331
Grenada,GRD,2010,6.40660082
Grenada,GRD,2011,6.34947937
Grenada,GRD,2012,6.35657502
Grenada,GRD,2013,6.1524108
Grenada,GRD,2014,6.09761403
Guatemala,GTM,1995,3.91897722
Guatemala,GTM,1996,3.8555659
Guatemala,GTM,1997,4.02383664
Guatemala,GTM,1998,3.86032555
Guatemala,GTM,1999,4.2870333
Guatemala,GTM,2000,5.25181948
Guatemala,GTM,2001,6.75862604
Guatemala,GTM,2002,6.70663788
Guatemala,GTM,2003,6.88412953
Guatemala,GTM,2004,6.77302634
Guatemala,GTM,2005,6.78948738
Guatemala,GTM,2006,7.07207735
Guatemala,GTM,2007,6.85595784
Guatemala,GTM,2008,6.64882824
Guatemala,GTM,2009,6.78776437
Guatemala,GTM,2010,6.63841729
Guatemala,GTM,2011,6.28384359
Guatemala,GTM,2012,6.32933891
Guatemala,GTM,2013,6.29628068
Guatemala,GTM,2014,6.20230127
Guinea,GIN,1995,3.53123668
Guinea,GIN,1996,3.12920666
Guinea,GIN,1997,3.05302562
Guinea,GIN,1998,3.39292938
Guinea,GIN,1999,3.41609089
Guinea,GIN,2000,3.45616834
Guinea,GIN,2001,3.65332963
Guinea,GIN,2002,3.76254133
Guinea,GIN,2003,3.44611461
Guinea,GIN,2004,3.13747392
Guinea,GIN,2005,2.82148862
Guinea,GIN,2006,3.02029095
Guinea,GIN,2007,3.07812234
Guinea,GIN,2008,3.2070461
Guinea,GIN,2009,3.84851388
Guinea,GIN,2010,4.54713891
Guinea,GIN,2011,4.73099737
Guinea,GIN,2012,5.39134293
Guinea,GIN,2013,5.49316028
Guinea,GIN,2014,5.64479793
Guinea-Bissau,GNB,1995,6.4319112
Guinea-Bissau,GNB,1996,6.95065512
Guinea-Bissau,GNB,1997,6.71958778
Guinea-Bissau,GNB,1998,7.06176147
Guinea-Bissau,GNB,1999,5.75536052
Guinea-Bissau,GNB,2000,4.93580872
Guinea-Bissau,GNB,2001,5.03895833
Guinea-Bissau,GNB,2002,5.83796501
Guinea-Bissau,GNB,2003,5.61914548
Guinea-Bissau,GNB,2004,5.41321192
Guinea-Bissau,GNB,2005,5.71621565
Guinea-Bissau,GNB,2006,5.8746927
Guinea-Bissau,GNB,2007,6.1035278
Guinea-Bissau,GNB,2008,6.04978909
Guinea-Bissau,GNB,2009,6.80645346
Guinea-Bissau,GNB,2010,6.69821693
Guinea-Bissau,GNB,2011,5.45611123
Guinea-Bissau,GNB,2012,5.96143163
Guinea-Bissau,GNB,2013,6.13947839
Guinea-Bissau,GNB,2014,5.59313736
Guyana,GUY,1995,5.06613057
Guyana,GUY,1996,4.94599721
Guyana,GUY,1997,5.14500276
Guyana,GUY,1998,5.27054837
Guyana,GUY,1999,4.6800807
Guyana,GUY,2000,5.847442
Guyana,GUY,2001,5.82490165
Guyana,GUY,2002,5.83507299
Guyana,GUY,2003,5.96831608
Guyana,GUY,2004,5.72841269
Guyana,GUY,2005,5.82749382
Guyana,GUY,2006,4.66920858
Guyana,GUY,2007,6.45346258
Guyana,GUY,2008,7.46423673
Guyana,GUY,2009,7.32019596
Guyana,GUY,2010,6.60294394
Guyana,GUY,2011,6.79708665
Guyana,GUY,2012,6.56510789
Guyana,GUY,2013,5.09615344
Guyana,GUY,2014,5.2478035
Haiti,HTI,1995,6.60463061
Haiti,HTI,1996,6.44642627
Haiti,HTI,1997,6.20127766
Haiti,HTI,1998,5.99234884
Haiti,HTI,1999,5.65165911
Haiti,HTI,2000,6.05826244
Haiti,HTI,2001,5.63127188
Haiti,HTI,2002,5.46628153
Haiti,HTI,2003,5.31704135
Haiti,HTI,2004,5.61151004
Haiti,HTI,2005,4.40741512
Haiti,HTI,2006,5.69978142
Haiti,HTI,2007,5.55702995
Haiti,HTI,2008,5.92248802
Haiti,HTI,2009,6.6786433
Haiti,HTI,2010,8.09463583
Haiti,HTI,2011,10.41487851
Haiti,HTI,2012,9.88320415
Haiti,HTI,2013,8.10279783
Haiti,HTI,2014,7.55565419
Heavily indebted poor countries (HIPC),,1995,4.482865541
Heavily indebted poor countries (HIPC),,1996,4.723306224
Heavily indebted poor countries (HIPC),,1997,4.637056274
Heavily indebted poor countries (HIPC),,1998,4.847090098
Heavily indebted poor countries (HIPC),,1999,4.883415282
Heavily indebted poor countries (HIPC),,2000,4.471333139
Heavily indebted poor countries (HIPC),,2001,4.813177162
Heavily indebted poor countries (HIPC),,2002,4.994685589
Heavily indebted poor countries (HIPC),,2003,5.131369082
Heavily indebted poor countries (HIPC),,2004,5.270511891
Heavily indebted poor countries (HIPC),,2005,5.306920928
Heavily indebted poor countries (HIPC),,2006,5.497277852
Heavily indebted poor countries (HIPC),,2007,5.411583143
Heavily indebted poor countries (HIPC),,2008,5.822962258
Heavily indebted poor countries (HIPC),,2009,6.097883152
Heavily indebted poor countries (HIPC),,2010,6.349778372
Heavily indebted poor countries (HIPC),,2011,6.103249694
Heavily indebted poor countries (HIPC),,2012,6.13773663
Heavily indebted poor countries (HIPC),,2013,6.060921271
Heavily indebted poor countries (HIPC),,2014,6.040348315
High income,,1995,9.217603816
High income,,1996,9.327102827
High income,,1997,9.447821447
High income,,1998,9.678523025
High income,,1999,9.752170807
High income,,2000,9.849088058
High income,,2001,10.34451418
High income,,2002,10.7700226
High income,,2003,10.94153759
High income,,2004,10.88260387
High income,,2005,10.97025874
High income,,2006,10.99596585
High income,,2007,10.97986265
High income,,2008,11.20252442
High income,,2009,12.18826874
High income,,2010,12.06455239
High income,,2011,11.99011553
High income,,2012,12.10369472
High income,,2013,12.13509009
High income,,2014,12.26274085
Honduras,HND,1995,5.33817718
Honduras,HND,1996,4.96237984
Honduras,HND,1997,4.88425303
Honduras,HND,1998,5.63190526
Honduras,HND,1999,6.21355116
Honduras,HND,2000,6.62617698
Honduras,HND,2001,6.8768446
Honduras,HND,2002,7.28280497
Honduras,HND,2003,8.29433272
Honduras,HND,2004,7.88885252
Honduras,HND,2005,7.81458832
Honduras,HND,2006,7.63244921
Honduras,HND,2007,7.89426555
Honduras,HND,2008,8.40137585
Honduras,HND,2009,8.84061142
Honduras,HND,2010,8.4510228
Honduras,HND,2011,8.56802118
Honduras,HND,2012,9.7798508
Honduras,HND,2013,9.15018328
Honduras,HND,2014,8.72268046
Hungary,HUN,1995,7.22453408
Hungary,HUN,1996,6.99431478
Hungary,HUN,1997,6.74276817
Hungary,HUN,1998,7.07803941
Hungary,HUN,1999,7.2065392
Hungary,HUN,2000,7.0575793
Hungary,HUN,2001,7.11497045
Hungary,HUN,2002,7.46547035
Hungary,HUN,2003,8.42191484
Hungary,HUN,2004,8.08316836
Hungary,HUN,2005,8.27979357
Hungary,HUN,2006,8.09995208
Hungary,HUN,2007,7.50953251
Hungary,HUN,2008,7.32650666
Hungary,HUN,2009,7.54933377
Hungary,HUN,2010,7.85048555
Hungary,HUN,2011,7.84003067
Hungary,HUN,2012,7.74065817
Hungary,HUN,2013,7.52727617
Hungary,HUN,2014,7.40078093
IBRD only,,1995,4.989579226
IBRD only,,1996,5.026907502
IBRD only,,1997,5.273667322
IBRD only,,1998,5.345462886
IBRD only,,1999,5.336320119
IBRD only,,2000,5.287508289
IBRD only,,2001,5.400731713
IBRD only,,2002,5.321403835
IBRD only,,2003,5.384465632
IBRD only,,2004,5.315837363
IBRD only,,2005,5.433304139
IBRD only,,2006,5.384151894
IBRD only,,2007,5.34566516
IBRD only,,2008,5.523983414
IBRD only,,2009,5.967170312
IBRD only,,2010,5.725149979
IBRD only,,2011,5.667703663
IBRD only,,2012,5.782872563
IBRD only,,2013,5.879186572
IBRD only,,2014,5.926848854
IDA & IBRD total,,1995,4.928727322
IDA & IBRD total,,1996,4.968104876
IDA & IBRD total,,1997,5.194672464
IDA & IBRD total,,1998,5.269820156
IDA & IBRD total,,1999,5.252341365
IDA & IBRD total,,2000,5.185535415
IDA & IBRD total,,2001,5.306099747
IDA & IBRD total,,2002,5.228351645
IDA & IBRD total,,2003,5.304305886
IDA & IBRD total,,2004,5.248262038
IDA & IBRD total,,2005,5.361201465
IDA & IBRD total,,2006,5.318490944
IDA & IBRD total,,2007,5.293185493
IDA & IBRD total,,2008,5.471147456
IDA & IBRD total,,2009,5.89649015
IDA & IBRD total,,2010,5.650829717
IDA & IBRD total,,2011,5.59989304
IDA & IBRD total,,2012,5.701086506
IDA & IBRD total,,2013,5.792199663
IDA & IBRD total,,2014,5.82652382
IDA blend,,1995,3.372766344
IDA blend,,1996,3.56376769
IDA blend,,1997,3.543265105
IDA blend,,1998,3.722592653
IDA blend,,1999,3.617366593
IDA blend,,2000,3.477867959
IDA blend,,2001,3.552005832
IDA blend,,2002,3.371102084
IDA blend,,2003,3.778258184
IDA blend,,2004,3.856683889
IDA blend,,2005,3.882634878
IDA blend,,2006,3.853396197
IDA blend,,2007,4.15740274
IDA blend,,2008,3.987899381
IDA blend,,2009,4.071434779
IDA blend,,2010,3.6656373
IDA blend,,2011,3.830800484
IDA blend,,2012,3.690133001
IDA blend,,2013,3.90044862
IDA blend,,2014,3.831822192
IDA only,,1995,4.419537512
IDA only,,1996,4.421198187
IDA only,,1997,4.216179621
IDA only,,1998,4.356426032
IDA only,,1999,4.304566769
IDA only,,2000,3.983685832
IDA only,,2001,4.215388879
IDA only,,2002,4.393135131
IDA only,,2003,4.538593469
IDA only,,2004,4.658188609
IDA only,,2005,4.67987768
IDA only,,2006,4.855124768
IDA only,,2007,4.787171168
IDA only,,2008,5.221068088
IDA only,,2009,5.387086847
IDA only,,2010,5.508862102
IDA only,,2011,5.355162418
IDA only,,2012,5.366680371
IDA only,,2013,5.232856737
IDA only,,2014,5.169367621
IDA total,,1995,3.970204678
IDA total,,1996,4.05001174
IDA total,,1997,3.931125096
IDA total,,1998,4.097139967
IDA total,,1999,4.018623933
IDA total,,2000,3.77025047
IDA total,,2001,3.937347048
IDA total,,2002,3.961281749
IDA total,,2003,4.214940226
IDA total,,2004,4.304483825
IDA total,,2005,4.321626784
IDA total,,2006,4.385177114
IDA total,,2007,4.49767083
IDA total,,2008,4.634278514
IDA total,,2009,4.797302149
IDA total,,2010,4.558605141
IDA total,,2011,4.560811974
IDA total,,2012,4.484648587
IDA total,,2013,4.531783453
IDA total,,2014,4.46359958
Iceland,ISL,1995,8.20549191
Iceland,ISL,1996,8.16477234
Iceland,ISL,1997,7.91258044
Iceland,ISL,1998,8.73383816
Iceland,ISL,1999,9.43705415
Iceland,ISL,2000,9.2750212
Iceland,ISL,2001,9.12238316
Iceland,ISL,2002,9.85538991
Iceland,ISL,2003,10.07437408
Iceland,ISL,2004,9.58713484
Iceland,ISL,2005,9.20976024
Iceland,ISL,2006,8.96470691
Iceland,ISL,2007,8.75292103
Iceland,ISL,2008,8.80337292
Iceland,ISL,2009,9.12074545
Iceland,ISL,2010,8.85548842
Iceland,ISL,2011,8.65326311
Iceland,ISL,2012,8.68327575
Iceland,ISL,2013,8.75450051
Iceland,ISL,2014,8.85916593
India,IND,1995,4.01863098
India,IND,1996,3.89701725
India,IND,1997,4.24807061
India,IND,1998,4.29626147
India,IND,1999,4.0259878
India,IND,2000,4.26375646
India,IND,2001,4.49651024
India,IND,2002,4.40107258
India,IND,2003,4.29653759
India,IND,2004,4.22013959
India,IND,2005,4.28217471
India,IND,2006,4.24668128
India,IND,2007,4.22653116
India,IND,2008,4.33949245
India,IND,2009,4.37573742
India,IND,2010,4.27967981
India,IND,2011,4.33115071
India,IND,2012,4.389042
India,IND,2013,4.52911807
India,IND,2014,4.68508833
Indonesia,IDN,1995,1.95621435
Indonesia,IDN,1996,1.98662541
Indonesia,IDN,1997,1.92529768
Indonesia,IDN,1998,2.05535994
Indonesia,IDN,1999,2.21846805
Indonesia,IDN,2000,1.9783324
Indonesia,IDN,2001,2.23198234
Indonesia,IDN,2002,2.26862572
Indonesia,IDN,2003,2.53372429
Indonesia,IDN,2004,2.36774828
Indonesia,IDN,2005,2.78958066
Indonesia,IDN,2006,2.90514781
Indonesia,IDN,2007,3.09844209
Indonesia,IDN,2008,2.80594493
Indonesia,IDN,2009,2.82545945
Indonesia,IDN,2010,2.7406754
Indonesia,IDN,2011,2.7131643
Indonesia,IDN,2012,2.89787034
Indonesia,IDN,2013,2.92591721
Indonesia,IDN,2014,2.84686016
Iran,IRN,1995,3.74488392
Iran,IRN,1996,3.6397587
Iran,IRN,1997,4.00157739
Iran,IRN,1998,4.40401883
Iran,IRN,1999,4.38637194
Iran,IRN,2000,4.47453766
Iran,IRN,2001,5.02339127
Iran,IRN,2002,5.38928283
Iran,IRN,2003,5.41582194
Iran,IRN,2004,5.8876663
Iran,IRN,2005,6.06355948
Iran,IRN,2006,5.94523503
Iran,IRN,2007,5.84412037
Iran,IRN,2008,6.28314503
Iran,IRN,2009,7.63154127
Iran,IRN,2010,8.01924969
Iran,IRN,2011,7.12442249
Iran,IRN,2012,6.9838344
Iran,IRN,2013,6.49275923
Iran,IRN,2014,6.8949223
Iraq,IRQ,2003,4.36364226
Iraq,IRQ,2004,5.61200838
Iraq,IRQ,2005,4.13339428
Iraq,IRQ,2006,2.99905461
Iraq,IRQ,2007,3.69178171
Iraq,IRQ,2008,3.9279652
Iraq,IRQ,2009,4.64971686
Iraq,IRQ,2010,3.82046695
Iraq,IRQ,2011,3.31821307
Iraq,IRQ,2012,5.26411877
Iraq,IRQ,2013,5.9199233
Iraq,IRQ,2014,5.53887318
Ireland,IRL,1995,6.43922051
Ireland,IRL,1996,6.34936457
Ireland,IRL,1997,6.19744462
Ireland,IRL,1998,6.01844877
Ireland,IRL,1999,5.9290031
Ireland,IRL,2000,6.02806576
Ireland,IRL,2001,6.59839384
Ireland,IRL,2002,6.85271589
Ireland,IRL,2003,7.04763499
Ireland,IRL,2004,7.33848733
Ireland,IRL,2005,7.26683559
Ireland,IRL,2006,7.22353538
Ireland,IRL,2007,7.57001772
Ireland,IRL,2008,8.64102477
Ireland,IRL,2009,9.53009384
Ireland,IRL,2010,8.76096475
Ireland,IRL,2011,8.14533747
Ireland,IRL,2012,8.32055052
Ireland,IRL,2013,8.00927632
Ireland,IRL,2014,7.78319657
Israel,ISR,1995,7.34555433
Israel,ISR,1996,7.40078592
Israel,ISR,1997,7.56044971
Israel,ISR,1998,7.41985562
Israel,ISR,1999,7.16221722
Israel,ISR,2000,7.12928401
Israel,ISR,2001,7.61027457
Israel,ISR,2002,7.49158352
Israel,ISR,2003,7.43618123
Israel,ISR,2004,7.34611873
Israel,ISR,2005,7.43511313
Israel,ISR,2006,7.37962269
Israel,ISR,2007,7.36888637
Israel,ISR,2008,7.32999547
Israel,ISR,2009,7.45871596
Israel,ISR,2010,7.35697387
Israel,ISR,2011,7.39438605
Israel,ISR,2012,7.73373175
Israel,ISR,2013,7.89399062
Israel,ISR,2014,7.80830808
Italy,ITA,1995,7.0951993
Italy,ITA,1996,7.19380887
Italy,ITA,1997,7.47161217
Italy,ITA,1998,7.55160371
Italy,ITA,1999,7.62970381
Italy,ITA,2000,7.91371676
Italy,ITA,2001,8.11320938
Italy,ITA,2002,8.22996699
Italy,ITA,2003,8.17185036
Italy,ITA,2004,8.49431614
Italy,ITA,2005,8.70707069
Italy,ITA,2006,8.81849072
Italy,ITA,2007,8.48168567
Italy,ITA,2008,8.88584923
Italy,ITA,2009,9.41489657
Italy,ITA,2010,9.41991203
Italy,ITA,2011,9.27499911
Italy,ITA,2012,9.28206804
Italy,ITA,2013,9.21721878
Italy,ITA,2014,9.24791783
Jamaica,JAM,1995,4.16409664
Jamaica,JAM,1996,4.72996836
Jamaica,JAM,1997,5.97090539
Jamaica,JAM,1998,5.48311356
Jamaica,JAM,1999,5.04149057
Jamaica,JAM,2000,5.80932261
Jamaica,JAM,2001,5.33784359
Jamaica,JAM,2002,4.85575957
Jamaica,JAM,2003,4.55821974
Jamaica,JAM,2004,4.80457328
Jamaica,JAM,2005,4.06830563
Jamaica,JAM,2006,4.22114615
Jamaica,JAM,2007,4.87190883
Jamaica,JAM,2008,5.40429222
Jamaica,JAM,2009,5.15809611
Jamaica,JAM,2010,5.29687787
Jamaica,JAM,2011,5.21156436
Jamaica,JAM,2012,5.65711987
Jamaica,JAM,2013,5.90574802
Jamaica,JAM,2014,5.36152479
Japan,JPN,1995,6.6226014
Japan,JPN,1996,6.49028939
Japan,JPN,1997,6.72554817
Japan,JPN,1998,7.00892123
Japan,JPN,1999,7.34097027
Japan,JPN,2000,7.53324651
Japan,JPN,2001,7.74668514
Japan,JPN,2002,7.84847852
Japan,JPN,2003,7.99594428
Japan,JPN,2004,8.03487741
Japan,JPN,2005,8.18154267
Japan,JPN,2006,8.19413457
Japan,JPN,2007,8.24853451
Japan,JPN,2008,8.59902664
Japan,JPN,2009,9.51396085
Japan,JPN,2010,9.57849715
Japan,JPN,2011,10.07184997
Japan,JPN,2012,10.16980518
Japan,JPN,2013,10.24737667
Japan,JPN,2014,10.22874408
Jordan,JOR,1995,8.4680132
Jordan,JOR,1996,8.90916941
Jordan,JOR,1997,8.96952793
Jordan,JOR,1998,9.30817105
Jordan,JOR,1999,9.359011
Jordan,JOR,2000,9.65470363
Jordan,JOR,2001,9.90197276
Jordan,JOR,2002,9.68129541
Jordan,JOR,2003,9.15453269
Jordan,JOR,2004,9.05278809
Jordan,JOR,2005,8.88253327
Jordan,JOR,2006,8.08490328
Jordan,JOR,2007,8.34550992
Jordan,JOR,2008,8.77647005
Jordan,JOR,2009,9.54302829
Jordan,JOR,2010,8.4176322
Jordan,JOR,2011,8.38611431
Jordan,JOR,2012,8.00466753
Jordan,JOR,2013,7.23316979
Jordan,JOR,2014,7.45299586
Kazakhstan,KAZ,1995,4.61783479
Kazakhstan,KAZ,1996,4.34318179
Kazakhstan,KAZ,1997,4.67251837
Kazakhstan,KAZ,1998,4.83111924
Kazakhstan,KAZ,1999,4.37611572
Kazakhstan,KAZ,2000,4.16032948
Kazakhstan,KAZ,2001,3.47096531
Kazakhstan,KAZ,2002,3.61480665
Kazakhstan,KAZ,2003,3.69562808
Kazakhstan,KAZ,2004,3.95180407
Kazakhstan,KAZ,2005,4.06951322
Kazakhstan,KAZ,2006,3.72656036
Kazakhstan,KAZ,2007,3.18543508
Kazakhstan,KAZ,2008,3.64857277
Kazakhstan,KAZ,2009,4.13485255
Kazakhstan,KAZ,2010,4.42042194
Kazakhstan,KAZ,2011,4.05524966
Kazakhstan,KAZ,2012,4.3153085
Kazakhstan,KAZ,2013,4.29914863
Kazakhstan,KAZ,2014,4.35593983
Kenya,KEN,1995,4.2546112
Kenya,KEN,1996,4.14837559
Kenya,KEN,1997,4.1175352
Kenya,KEN,1998,4.49260472
Kenya,KEN,1999,4.1968479
Kenya,KEN,2000,4.68273816
Kenya,KEN,2001,4.62224717
Kenya,KEN,2002,4.53836443
Kenya,KEN,2003,4.44734056
Kenya,KEN,2004,4.28974554
Kenya,KEN,2005,4.36354595
Kenya,KEN,2006,4.24362134
Kenya,KEN,2007,4.07795506
Kenya,KEN,2008,3.89959146
Kenya,KEN,2009,4.16756719
Kenya,KEN,2010,3.97371597
Kenya,KEN,2011,5.2314281
Kenya,KEN,2012,5.49053237
Kenya,KEN,2013,5.56790477
Kenya,KEN,2014,5.72029126
Kiribati,KIR,1995,9.39105096
Kiribati,KIR,1996,9.20390344
Kiribati,KIR,1997,9.3572622
Kiribati,KIR,1998,6.99500964
Kiribati,KIR,1999,8.81717701
Kiribati,KIR,2000,8.12191984
Kiribati,KIR,2001,9.00297707
Kiribati,KIR,2002,9.10312141
Kiribati,KIR,2003,9.97939239
Kiribati,KIR,2004,10.39189376
Kiribati,KIR,2005,10.05853597
Kiribati,KIR,2006,10.92704338
Kiribati,KIR,2007,13.65860476
Kiribati,KIR,2008,12.22926894
Kiribati,KIR,2009,12.24187853
Kiribati,KIR,2010,10.51872977
Kiribati,KIR,2011,10.42241736
Kiribati,KIR,2012,10.37479425
Kiribati,KIR,2013,10.15483768
Kiribati,KIR,2014,10.21295042
Kuwait,KWT,1995,3.72426299
Kuwait,KWT,1996,3.46528433
Kuwait,KWT,1997,3.69448252
Kuwait,KWT,1998,4.4370724
Kuwait,KWT,1999,3.66676805
Kuwait,KWT,2000,2.50942071
Kuwait,KWT,2001,3.60960453
Kuwait,KWT,2002,3.56384791
Kuwait,KWT,2003,3.22905642
Kuwait,KWT,2004,2.7557707
Kuwait,KWT,2005,2.37794798
Kuwait,KWT,2006,2.25224274
Kuwait,KWT,2007,2.13286507
Kuwait,KWT,2008,1.93147895
Kuwait,KWT,2009,3.87051709
Kuwait,KWT,2010,2.7596631
Kuwait,KWT,2011,2.61661289
Kuwait,KWT,2012,2.57201714
Kuwait,KWT,2013,2.5600271
Kuwait,KWT,2014,3.04236844
Kyrgyzstan,KGZ,1995,5.97060065
Kyrgyzstan,KGZ,1996,5.69307187
Kyrgyzstan,KGZ,1997,5.23371462
Kyrgyzstan,KGZ,1998,5.8769337
Kyrgyzstan,KGZ,1999,5.33664004
Kyrgyzstan,KGZ,2000,4.6771627
Kyrgyzstan,KGZ,2001,4.78581
Kyrgyzstan,KGZ,2002,5.43420861
Kyrgyzstan,KGZ,2003,5.42793328
Kyrgyzstan,KGZ,2004,5.57289951
Kyrgyzstan,KGZ,2005,5.82230709
Kyrgyzstan,KGZ,2006,6.73429073
Kyrgyzstan,KGZ,2007,6.87338793
Kyrgyzstan,KGZ,2008,6.07102722
Kyrgyzstan,KGZ,2009,6.79492613
Kyrgyzstan,KGZ,2010,6.65733621
Kyrgyzstan,KGZ,2011,6.17973864
Kyrgyzstan,KGZ,2012,6.97356873
Kyrgyzstan,KGZ,2013,6.6786385
Kyrgyzstan,KGZ,2014,6.48376219
Laos,LAO,1995,3.77081641
Laos,LAO,1996,3.66814697
Laos,LAO,1997,4.60735372
Laos,LAO,1998,5.42938639
Laos,LAO,1999,3.77248131
Laos,LAO,2000,3.4118284
Laos,LAO,2001,4.31878741
Laos,LAO,2002,4.04067662
Laos,LAO,2003,4.91118515
Laos,LAO,2004,4.54444753
Laos,LAO,2005,4.31668409
Laos,LAO,2006,4.14334297
Laos,LAO,2007,4.14439212
Laos,LAO,2008,2.76996612
Laos,LAO,2009,3.77060611
Laos,LAO,2010,2.74584753
Laos,LAO,2011,2.19661784
Laos,LAO,2012,2.11887109
Laos,LAO,2013,1.99960355
Laos,LAO,2014,1.86554551
Late-demographic dividend,,1995,5.047567641
Late-demographic dividend,,1996,5.229839537
Late-demographic dividend,,1997,5.48754031
Late-demographic dividend,,1998,5.474620397
Late-demographic dividend,,1999,5.318588591
Late-demographic dividend,,2000,5.209749177
Late-demographic dividend,,2001,5.245462032
Late-demographic dividend,,2002,5.367675132
Late-demographic dividend,,2003,5.370490061
Late-demographic dividend,,2004,5.311515993
Late-demographic dividend,,2005,5.4573759
Late-demographic dividend,,2006,5.412138997
Late-demographic dividend,,2007,5.363335063
Late-demographic dividend,,2008,5.618064926
Late-demographic dividend,,2009,6.138465796
Late-demographic dividend,,2010,5.880215536
Late-demographic dividend,,2011,5.829599584
Late-demographic dividend,,2012,5.948729042
Late-demographic dividend,,2013,6.018727715
Late-demographic dividend,,2014,6.067365278
Latin America & Caribbean,,1995,6.292830186
Latin America & Caribbean,,1996,6.291165817
Latin America & Caribbean,,1997,6.30134629
Latin America & Caribbean,,1998,6.308307774
